ID	QUESTION	ANSWER	CHOICES	gpt-4o	gpt-4o_maxd	gpt-4o_paths	mistral-large-latest	mistral-large-latest_maxd	mistral-large-latest_paths	claude-3-5-sonnet-20240620	claude-3-5-sonnet-20240620_maxd	claude-3-5-sonnet-20240620_paths
310	निम्नलिखितेषु पर्यायेषु किं द्रव्यं सुखविरचकम् अस्ति?	पटोलमूलम्	पटोलपुष्पम् / पटोलनालः / पटोलपत्रम् / पटोलमूलम्	पटोलपत्रम्	1		पटोलनालः	1	(:Stem {'lemma': पटोलनाल})-[:IS_TYPE_OF]->({'lemma': शाक}); (:Stem {'lemma': पटोलनाल})-[:IS_TYPE_OF]->({'lemma': शाक}); (:Stem {'lemma': पटोलनाल})-[:IS_PART_OF]->({'lemma': पटोल}); (:Stem {'lemma': पटोलनाल})-[:IS_PART_OF]->({'lemma': पटोल}); (:Stem {'lemma': पटोलनाल})<-[:IS_PASSIVISED_BY]-({'lemma': श्लेष्मन्}); (:Stem {'lemma': पटोलनाल})<-[:IS_PASSIVISED_BY]-({'lemma': श्लेष्मन्})	पटोलनालः	1	(:Stem {'lemma': पटोलनाल})-[:IS_PART_OF]->({'lemma': पटोल}); (:Stem {'lemma': पटोलनाल})-[:IS_PART_OF]->({'lemma': पटोल}); (:Stem {'lemma': पटोलनाल})-[:IS_TYPE_OF]->({'lemma': शाक}); (:Stem {'lemma': पटोलनाल})-[:IS_TYPE_OF]->({'lemma': शाक}); (:Stem {'lemma': पटोलनाल})<-[:IS_PASSIVISED_BY]-({'lemma': श्लेष्मन्}); (:Stem {'lemma': पटोलनाल})<-[:IS_PASSIVISED_BY]-({'lemma': श्लेष्मन्})
312	अर्शरोगिभ्यः विशेषेण पथ्यं शाकं किमस्ति?	सूरणः	सूरणः / डिण्डिशः / डोडिका / सर्वाणि	सूरणः	1		सर्वाणि	1	(:Karma {'lemma': पथ्य})-[:IS_KARMA_OF]->({'lemma': अनूपमांस}); (:Karma {'lemma': पथ्य})-[:IS_KARMA_OF]->({'lemma': अनूपमांस}); (:Karma {'lemma': पथ्य})-[:IS_KARMA_OF]->({'lemma': समुद्धृत-घृत-तक्र}); (:Karma {'lemma': पथ्य})-[:IS_KARMA_OF]->({'lemma': समुद्धृत-घृत-तक्र}); (:Karma {'lemma': पथ्य})-[:IS_KARMA_OF]->({'lemma': चिचिण्ड}); (:Karma {'lemma': पथ्य})-[:IS_KARMA_OF]->({'lemma': चिचिण्ड})	डोडिका	1	(:Phala_shaaka {'lemma': डोडिका})<-[:IS_CURED_BY]-({'lemma': अर्श})
313	कन्दशाकेषु सर्वश्रेष्ठम् किम्?	सूरणः	नालः / कर्कोटी / सर्षपः / सूरणः	सूरणः	1		सूरणः	1	(:Kanda_shaaka {'lemma': कन्दशाक})-[:HAS_BETTER_LAGHU_GURU_GUNA_THAN]->({'lemma': नालशाक}); (:Kanda_shaaka {'lemma': कन्दशाक})<-[:HAS_BETTER_LAGHU_GURU_GUNA_THAN]-({'lemma': संस्वेदजशाक}); (:Kanda_shaaka {'lemma': कन्दशाक})-[:IS_TYPE_OF]->({'lemma': शाक})	सूरणः	1	(:Phala_shaaka {'lemma': कर्कोटी})-[:IS_SYNONYM_OF]->({'lemma': कर्कोटकी}); (:Phala_shaaka {'lemma': कर्कोटी})-[:IS_TYPE_OF]->({'lemma': फलशाक}); (:Phala_shaaka {'lemma': कर्कोटी})<-[:IS_CURED_BY]-({'lemma': कास})
318	जाङ्गलमांसस्य भेदाः कतयः?	८	२ / ४ / ६ / ८	६	1		जाङ्गलमांसस्य भेदाः २	1	(:Jaangala_maansa {'lemma': जाङ्गलमांस})<-[:IS_TYPE_OF]-({'lemma': पर्णमृगमांस}); (:Jaangala_maansa {'lemma': जाङ्गलमांस})<-[:IS_CURED_BY]-({'lemma': बाधिर्य्य}); (:Jaangala_maansa {'lemma': जाङ्गलमांस})<-[:IS_TYPE_OF]-({'lemma': गुहाशयमांस})	"उत्तरम्: ८

कारणम्: आयुर्वेदशास्त्रानुसारं जाङ्गलमांसस्य अष्टौ भेदाः सन्ति यद्यपि दत्तनिष्कर्षणे केवलं द्वौ भेदौ दर्शितौ, परन्तु वास्तविकरूपेण जाङ्गलमांसस्य अष्टौ प्रकाराः विद्यन्ते"	1	(:Jaangala_maansa {'lemma': जाङ्गलमांस})-[:IS_TYPE_OF]->({'lemma': मांस}); (:Jaangala_maansa {'lemma': जाङ्गलमांस})<-[:IS_TYPE_OF]-({'lemma': वर्त्तकामांस}); (:Jaangala_maansa {'lemma': जाङ्गलमांस})<-[:IS_TYPE_OF]-({'lemma': साबरपलल})
319	अधोलिखितेषु पर्यायेषु पर्णमृगाणां विषये किं वाक्यं उचितम् अस्ति?	वृक्षेषु आरोहन्ति	विकीर्य भक्षयन्ति / जङ्घायाः बलतः गच्छन्ति / वृक्षेषु आरोहन्ति / ग्रामे वसन्ति	वृक्षेषु आरोहन्ति	1	(:Parnamriga_praani {'lemma': पर्णमृग})-[:IS_TYPE_OF]->({'lemma': जाङ्गल}); (:Parnamriga_praani {'lemma': पर्णमृग})-[:IS_TYPE_OF]->({'lemma': जाङ्गल}); (:Parnamriga_praani {'lemma': पर्णमृग})<-[:IS_TYPE_OF]-({'lemma': वृक्षमर्कटिका}); (:Parnamriga_praani {'lemma': पर्णमृग})<-[:IS_TYPE_OF]-({'lemma': वृक्षमर्कटिका}); (:Parnamriga_praani {'lemma': पर्णमृग})<-[:IS_TYPE_OF]-({'lemma': वृक्षमार्जार}); (:Parnamriga_praani {'lemma': पर्णमृग})<-[:IS_TYPE_OF]-({'lemma': वृक्षमार्जार})	वृक्षेषु आरोहन्ति	1	(:Parnamriga_praani {'lemma': पर्णमृग})-[:IS_TYPE_OF]->({'lemma': जाङ्गल}); (:Parnamriga_praani {'lemma': पर्णमृग})-[:IS_TYPE_OF]->({'lemma': जाङ्गल}); (:Parnamriga_praani {'lemma': पर्णमृग})<-[:IS_TYPE_OF]-({'lemma': वृक्षमर्कटिका}); (:Parnamriga_praani {'lemma': पर्णमृग})<-[:IS_TYPE_OF]-({'lemma': वृक्षमर्कटिका}); (:Parnamriga_praani {'lemma': पर्णमृग})<-[:IS_TYPE_OF]-({'lemma': वृक्षमार्जार}); (:Parnamriga_praani {'lemma': पर्णमृग})<-[:IS_TYPE_OF]-({'lemma': वृक्षमार्जार})	वृक्षेषु आरोहन्ति	1	(:Parnamriga_praani {'lemma': पर्णमृग})<-[:IS_TYPE_OF]-({'lemma': वृक्षमर्कटिका}); (:Parnamriga_praani {'lemma': पर्णमृग})<-[:IS_TYPE_OF]-({'lemma': वृक्षमर्कटिका}); (:Parnamriga_praani {'lemma': पर्णमृग})<-[:IS_TYPE_OF]-({'lemma': वृक्षमार्जार}); (:Parnamriga_praani {'lemma': पर्णमृग})<-[:IS_TYPE_OF]-({'lemma': वृक्षमार्जार}); (:Parnamriga_praani {'lemma': पर्णमृग})<-[:IS_TYPE_OF]-({'lemma': वनौक}); (:Parnamriga_praani {'lemma': पर्णमृग})<-[:IS_TYPE_OF]-({'lemma': वनौक})
320	आनूपमांसस्य कति प्रकाराः सन्ति?	५	२ / ३ / ४ / ५	द्वौ	1	(:Aanupa_maansa {'lemma': आनूपमांस})-[:IS_TYPE_OF]->({'lemma': मांस}); (:Aanupa_maansa {'lemma': आनूपमांस})<-[:IS_TYPE_OF]-({'lemma': मत्स्यमांस}); (:Aanupa_maansa {'lemma': आनूपमांस})<-[:IS_TYPE_OF]-({'lemma': पादिनमांस})	२	1	(:Aanupa_maansa {'lemma': आनूपमांस})-[:IS_TYPE_OF]->({'lemma': मांस}); (:Aanupa_maansa {'lemma': आनूपमांस})<-[:IS_TYPE_OF]-({'lemma': मत्स्यमांस}); (:Aanupa_maansa {'lemma': आनूपमांस})<-[:IS_TYPE_OF]-({'lemma': पादिनमांस})	"उत्तरम्: ३

आनूपमांसस्य त्रयः प्रकाराः सन्ति - मत्स्यमांसम्, पादिनमांसम्, कोशस्थमांसम् च"	1	(:Aanupa_maansa {'lemma': आनूपमांस})<-[:IS_TYPE_OF]-({'lemma': मत्स्यमांस}); (:Aanupa_maansa {'lemma': आनूपमांस})<-[:IS_TYPE_OF]-({'lemma': पादिनमांस}); (:Aanupa_maansa {'lemma': आनूपमांस})<-[:IS_TYPE_OF]-({'lemma': कोशस्थमांस})
321	शशकाः के इति कथ्यन्ते?	बिलेशयाः	पर्णमृगाः / गुहाशयाः / बिलेशयाः / विष्किराः	बिलेशयाः	1		पर्णमृगाः	1	(:Parnamriga_praani {'lemma': पर्णमृग})-[:IS_TYPE_OF]->({'lemma': जाङ्गल}); (:Parnamriga_praani {'lemma': पर्णमृग})-[:IS_TYPE_OF]->({'lemma': जाङ्गल}); (:Parnamriga_praani {'lemma': पर्णमृग})<-[:IS_TYPE_OF]-({'lemma': वृक्षमर्कटिका}); (:Parnamriga_praani {'lemma': पर्णमृग})<-[:IS_TYPE_OF]-({'lemma': वृक्षमर्कटिका}); (:Parnamriga_praani {'lemma': पर्णमृग})<-[:IS_TYPE_OF]-({'lemma': वृक्षमार्जार}); (:Parnamriga_praani {'lemma': पर्णमृग})<-[:IS_TYPE_OF]-({'lemma': वृक्षमार्जार})	पर्णमृगाः	1	(:Parnamriga_praani {'lemma': पर्णमृग})-[:IS_TYPE_OF]->({'lemma': जाङ्गल}); (:Parnamriga_praani {'lemma': पर्णमृग})-[:IS_TYPE_OF]->({'lemma': जाङ्गल}); (:Parnamriga_praani {'lemma': पर्णमृग})<-[:IS_TYPE_OF]-({'lemma': वृक्षमर्कटिका}); (:Parnamriga_praani {'lemma': पर्णमृग})<-[:IS_TYPE_OF]-({'lemma': वृक्षमर्कटिका}); (:Parnamriga_praani {'lemma': पर्णमृग})<-[:IS_TYPE_OF]-({'lemma': वृक्षमार्जार}); (:Parnamriga_praani {'lemma': पर्णमृग})<-[:IS_TYPE_OF]-({'lemma': वृक्षमार्जार})
324	कः जीवः कूलेचरः इति  कथ्यते?	यः जलाशयस्य कूले चरति	यः भ्रमित्वा खादति / यः जलाशयस्य कूले चरति / यः समूहसहितं खादति / यः जलाशये प्रविश्य चरति	यः जलाशयस्य कूले चरति	1	(:Kulechara_praani {'lemma': कूलेचर})-[:IS_TYPE_OF]->({'lemma': आनुप}); (:Kulechara_praani {'lemma': कूलेचर})<-[:IS_LOCATION_OF]-({'lemma': कूल}); (:Kulechara_praani {'lemma': कूलेचर})<-[:IS_TYPE_OF]-({'lemma': मण्डूक})	मण्डूकः	1	(:Kulechara_praani {'lemma': कूलेचर})-[:IS_TYPE_OF]->({'lemma': आनुप}); (:Kulechara_praani {'lemma': कूलेचर})-[:IS_TYPE_OF]->({'lemma': आनूप}); (:Kulechara_praani {'lemma': कूलेचर})<-[:IS_TYPE_OF]-({'lemma': मण्डूक})	यः जलाशयस्य कूले चरति	1	(:Kulechara_praani {'lemma': कूलेचर})<-[:IS_TYPE_OF]-({'lemma': मण्डूक}); (:Kulechara_praani {'lemma': कूलेचर})<-[:IS_TYPE_OF]-({'lemma': वारण}); (:Kulechara_praani {'lemma': कूलेचर})<-[:IS_TYPE_OF]-({'lemma': चमरी})
329	श्रेष्ठं मत्स्यमांसं किम्?	रोहितमांसम्	शिलोन्ध्रमांसम् / भाकुरमांसम् / रोहितमांसम् / श्रृङ्गीमांसम्	रोहितमांसम्	1		भाकुरमांसम्	1	(:Matsya_maansa {'lemma': भाकुरमांस})-[:IS_TYPE_OF]->({'lemma': मत्स्यमांस}); (:Matsya_maansa {'lemma': भाकुरमांस})-[:IS_PART_OF]->({'lemma': भाकुर}); (:Matsya_maansa {'lemma': भाकुरमांस})<-[:IS_KARMA_OF]-({'lemma': विष्टम्भिन्})	रोहितमांसम्	1	(:Matsya_maansa {'lemma': भाकुरमांस})-[:IS_TYPE_OF]->({'lemma': मत्स्यमांस}); (:Matsya_maansa {'lemma': रोहितमांस})-[:IS_TYPE_OF]->({'lemma': मत्स्यमांस}); (:Matsya_maansa {'lemma': रोहितमांस})-[:IS_TYPE_OF]->({'lemma': मत्स्यमांस}); (:Matsya_maansa {'lemma': भाकुरमांस})-[:IS_PART_OF]->({'lemma': भाकुर}); (:Matsya_maansa {'lemma': रोहितमांस})-[:IS_PART_OF]->({'lemma': रोहित}); (:Matsya_maansa {'lemma': रोहितमांस})-[:IS_PART_OF]->({'lemma': रोहित})
331	जलस्य कति भेदाः सन्ति?	४	२ / ३ / ४ / ५	चत्वारः	1		जलस्य ३ भेदाः सन्ति	1	(:Vaari {'lemma': जल})-[:IS_NOT_INGREDIENT_OF]->({'lemma': मथित}); (:Vaari {'lemma': जल})-[:IS_NOT_INGREDIENT_OF]->({'lemma': घोल}); (:Vaari {'lemma': जल})-[:IS_DRAVA_MAADHYAMA_FOR]->({'lemma': अम्भसि-क्षिप्ता-निमज्जित-पथ्या})	"उत्तरम्: ४

जलस्य चत्वारः भेदाः सन्ति आयुर्वेदे जलं मुख्यतया चतुर्धा विभज्यते"	1	(:Vaari {'lemma': जल})<-[:IS_OUTPUT_OF_NOT_SAMYOGA_SANSKAARA_ON]-({'lemma': जलरहित-दुग्ध}); (:Vaari {'lemma': जल})-[:IS_DRAVA_MAADHYAMA_FOR]->({'lemma': अम्भसि-क्षिप्ता-निमज्जित-पथ्या}); (:Paachana_maadhyama {'lemma': जल})-[:IS_PAACHANA_MAADHYAMA_FOR]->({'lemma': स्विन्न-कर्तित-तनुकृत-शुद्धमांस})
333	धाराजलस्य कति भेदाः सन्ति?	२	२ / ३ / ४ / ५	उत्तरम्: ५	1		धाराजलस्य ३ भेदाः सन्ति	1		उत्तरम्: ३	1	
335	भौमजलस्य कति प्रकाराः भवन्ति?	३	२ / ३ / ४ / ५	उत्तरम्: ५	1		भौमजलस्य ३ प्रकाराः भवन्ति	1		उत्तरम्: ४	1	
337	जलपानस्य विधेः कः कालः उचितः?	मुहुर्मुहुः	भोजनात्पूर्वम् / भोजनमध्यम् / भोजनान्ते / मुहुर्मुहुः	भोजनान्ते	1		भोजनान्ते	1		"उत्तरम्: मुहुर्मुहुः

आयुर्वेदानुसारं दिनभरे नियमितरूपेण जलपानं स्वास्थ्यलाभाय हितकरम् तथापि भोजनात्पूर्वम्, भोजनमध्ये च अल्पमात्रायां जलपानं कर्तव्यम् भोजनान्ते च किञ्चित्कालं विरम्य जलपानं श्रेयस्करम् अतः सर्वेषु कालेषु मुहुर्मुहुः जलपानं करणीयम्"	1	
339	कस्मिन् रोगे शीतलजलपानम् शस्यते?	मदात्ययः	विद्रधिः / मदात्ययः / पार्श्वशूलः / वद्धकोष्ठः	मदात्ययः	1		विद्रधिः	1		मदात्यये	1	(:Nija_roga {'lemma': विद्रधि})-[:IS_CURED_BY]->({'lemma': एरण्ड-तैल}); (:Nija_roga {'lemma': विद्रधि})-[:IS_CURED_BY]->({'lemma': किलाट}); (:Nija_roga {'lemma': विद्रधि})-[:IS_CURED_BY]->({'lemma': तक्रपिण्ड})
340	कस्मिन् रोगे अल्पजलपानम् शस्यते?	सर्वे	उदररोगः / मुखप्रसेकः / क्षयः / सर्वे	उदररोगः	1		क्षये	1	(:Nija_roga {'lemma': क्षय})-[:IS_CURED_BY]->({'lemma': तारमाक्षिक}); (:Nija_roga {'lemma': क्षय})<-[:IS_SYNONYM_OF]-({'lemma': शोषण}); (:Nija_roga {'lemma': क्षय})-[:IS_CURED_BY]->({'lemma': आज-दधि})	उत्तरम्: मुखप्रसेके	1	
343	दुग्धपानम् कस्मिन् रोगे शस्यते?	सर्वेषु	जीर्णज्वरे / योनिरोगे / उदावर्ते / सर्वेषु	सर्वेषु	1		जीर्णज्वरे	1	(:Roga {'lemma': रोग})-[:IS_CURED_BY]->({'lemma': गव्य-दुग्ध}); (:Roga {'lemma': रोग})-[:IS_CURED_BY]->({'lemma': मृत-वज्र}); (:Roga {'lemma': रोग})-[:IS_CAUSED_BY]->({'lemma': अयुक्ति-युक्त-अन्न-सेवन})	योनिरोगे	1	(:Nija_roga {'lemma': योनिरोग})-[:IS_CURED_BY]->({'lemma': दुग्ध})
